transcript_id,SRR13618140,SRR13618141,SRR13618142,SRR13618143,SRR13618144,SRR13618145,SRR13618146,SRR13618147,SRR13618148,SRR13618149,SRR13618150,SRR13618151
MSTRG.12789.1,119,219,168,181,214,334,163,112,138,108,122,274
MSTRG.12786.2,0,0,2,0,0,0,18,0,0,0,0,0
MSTRG.12786.1,7,12,72,23,29,4,60,59,92,84,69,107
MSTRG.12787.1,16,18,35,27,18,10,17,16,16,9,9,23
MSTRG.12792.1,111,104,379,319,83,68,440,331,284,440,327,421
MSTRG.12793.1,48,44,215,206,74,61,253,178,248,210,161,260
MSTRG.12791.2,0,0,0,0,110,0,0,0,0,0,0,0
MSTRG.12790.1,414,404,167,161,227,1121,95,264,114,94,170,284
MSTRG.12791.1,4686,5409,2496,3258,4937,4325,3281,3670,3662,3119,3561,3347
MSTRG.12794.1,12,13,58,61,15,21,65,35,74,58,41,77
MSTRG.12795.1,24,4,206,70,6,5,242,177,193,240,185,225
MSTRG.12796.1,54,132,7,22,96,193,6,7,12,1,17,7
MSTRG.12797.2,0,1,8,7,17,0,226,136,4,131,113,111
MSTRG.12797.1,31,53,431,343,54,49,305,395,472,475,436,402
MSTRG.12798.1,7,0,14,12,0,9,43,39,30,38,44,45
MSTRG.12799.1,105,53,625,659,48,17,544,710,598,506,744,634
MSTRG.12800.1,197,136,392,577,94,81,142,270,192,154,391,187
MSTRG.12801.1,5630,5029,3240,3920,4680,4995,6263,6785,7295,6972,6185,6500
MSTRG.12802.1,999,927,786,818,1083,768,594,942,917,715,865,799
MSTRG.12803.1,134,102,419,446,155,128,671,532,580,529,454,657
MSTRG.12804.1,19,17,84,20,27,0,155,85,126,152,44,138
MSTRG.12805.1,60,116,39,20,145,144,40,55,47,22,35,40
MSTRG.12806.1,94,176,74,80,186,96,95,172,116,83,69,63
MSTRG.12807.1,164,142,119,187,162,90,127,180,152,138,139,127
MSTRG.12808.1,30,7,6,0,8,16,0,1,0,12,0,2
MSTRG.12809.1,257,237,277,207,314,211,374,436,452,290,222,296
MSTRG.12810.1,574,761,590,804,881,401,364,453,558,379,455,396
MSTRG.12811.1,529,550,405,652,553,758,608,546,430,580,305,446
MSTRG.12810.2,209,102,129,45,205,71,84,203,180,100,104,91
MSTRG.12812.1,259,381,109,100,230,414,129,175,83,140,118,111
MSTRG.12813.1,33,61,0,3,22,28,4,17,6,9,12,10
MSTRG.12814.1,881,736,372,356,1030,723,375,445,519,443,384,494
MSTRG.12815.1,0,1004,1093,1163,937,0,1723,1794,1270,1567,903,1488
MSTRG.12815.2,1222,181,52,0,1,756,5,2,2,0,4,186
MSTRG.12816.1,823,958,305,445,836,823,310,424,277,302,284,351
MSTRG.12817.1,413,472,240,289,498,484,250,402,294,378,297,275
MSTRG.12818.1,12,3,51,18,18,0,107,40,56,101,38,59
MSTRG.12819.1,15,8,25,24,8,0,29,14,12,32,10,20
MSTRG.12820.1,411,613,496,376,576,528,634,586,478,706,394,485
MSTRG.12821.2,0,47,0,0,0,0,33,29,0,20,13,0
MSTRG.12821.1,152,129,117,157,269,150,173,178,180,212,132,197
MSTRG.12822.1,92,199,134,156,205,136,158,134,152,130,102,138
MSTRG.12825.2,0,0,0,43,10,0,0,0,199,81,107,113
MSTRG.12825.3,0,0,69,0,0,0,9,0,0,1,0,0
MSTRG.12825.4,0,0,0,0,0,0,95,0,0,0,0,65
MSTRG.12825.1,412,335,146,200,298,304,243,358,313,211,210,272
MSTRG.12825.5,125,57,127,43,11,39,366,206,299,210,75,87
MSTRG.12825.6,1,13,0,35,34,0,51,6,68,30,111,105
MSTRG.12826.1,66,18,18,33,12,11,45,40,45,44,18,43
MSTRG.12827.1,12,6,12,27,38,0,16,18,23,27,5,23
MSTRG.12828.1,11,26,26,16,19,23,27,34,27,32,23,42
MSTRG.12823.1,0,0,0,0,6,6,0,0,0,0,0,0
MSTRG.12824.1,43,25,102,48,58,13,79,93,74,102,65,74
MSTRG.12831.1,7,16,0,3,15,36,4,3,1,0,0,3
MSTRG.12829.1,113958,110676,49946,65357,113876,107780,50547,73531,63450,55429,63080,59517
MSTRG.12832.1,14,44,2,7,74,17,11,21,14,14,8,17
MSTRG.12833.1,10338,9595,11122,12742,10641,6004,7535,11406,10261,8001,8801,8052
MSTRG.12834.1,3420,2697,8387,7836,2896,1313,11418,11015,11612,11852,8486,10981
MSTRG.12835.1,546,518,1465,1507,495,256,2083,1491,1725,2011,1191,1617
MSTRG.12836.4,0,0,0,0,201,0,0,0,0,0,0,0
MSTRG.12836.1,1344,1419,1209,1556,1138,959,1179,2186,1637,1637,1520,1888
MSTRG.12836.2,901,556,1037,951,760,183,884,1223,981,935,768,625
MSTRG.12836.3,233,385,0,230,263,303,541,111,436,268,260,656
MSTRG.12836.5,137,129,108,128,211,118,186,207,171,289,110,109
MSTRG.12838.1,51,23,781,520,44,17,1308,813,905,1119,673,868
MSTRG.12837.1,64,26,4,13,27,14,28,18,19,19,10,5
MSTRG.12839.1,100,151,37,24,86,204,35,67,54,35,14,24
MSTRG.12840.1,31,37,32,18,62,57,82,39,56,57,12,19
MSTRG.12841.1,26,19,84,67,22,7,254,125,143,241,51,99
MSTRG.12842.3,0,95,0,0,0,964,755,739,154,766,0,46
MSTRG.12842.1,515,433,284,209,597,229,300,231,424,307,254,154
MSTRG.12842.2,1165,484,325,1462,205,503,167,353,694,411,0,493
MSTRG.12842.4,710,0,136,0,653,0,731,109,0,257,0,0
MSTRG.12842.7,128,3,4,2,0,0,0,3,0,0,12,0
MSTRG.12842.5,36,605,18,0,644,0,602,0,341,151,0,593
MSTRG.12842.6,2,0,0,0,56,22,6,0,15,10,0,17
MSTRG.12843.1,513,107,747,80,389,83,515,1266,732,753,282,157
MSTRG.12842.8,59,237,0,0,276,41,430,0,1356,81,655,136
MSTRG.12843.2,1,2,77,8,14,4,57,12,2,49,57,4
MSTRG.12845.1,58,80,28,23,75,139,67,63,80,72,17,54
MSTRG.12844.1,5,3,16,9,2,10,55,21,35,42,18,12
MSTRG.12846.1,40,32,22,28,28,21,16,15,22,22,37,9
MSTRG.12847.1,29,24,23,15,40,31,19,25,25,30,19,35
MSTRG.12849.1,73,102,142,128,77,52,460,321,328,402,208,284
MSTRG.12850.1,632,759,716,813,694,599,646,882,733,554,592,719
MSTRG.12851.1,26,86,17,4,60,253,25,1,2,4,7,5
MSTRG.12852.1,0,31,497,0,0,0,1531,59,0,3115,0,6
MSTRG.12852.4,0,0,0,0,0,0,0,0,0,0,1733,0
MSTRG.12852.5,0,0,112,0,1338,0,495,1108,0,913,0,235
MSTRG.12852.2,2470,2142,2132,2967,813,91,0,1646,1382,0,1483,738
MSTRG.12852.3,653,0,0,0,0,578,2520,524,3726,0,0,3049
MSTRG.12853.1,3271,4149,5580,5606,4491,4196,4444,6148,4635,4774,4721,4536
MSTRG.12854.1,125,64,523,427,136,45,616,593,586,614,392,582
MSTRG.12855.1,20,52,254,151,27,27,371,346,310,408,236,387
MSTRG.12857.1,239,295,146,208,309,305,98,257,171,210,113,163
MSTRG.12858.1,1194,1159,1633,1797,1463,1101,1446,1536,1591,1335,1353,1817
MSTRG.12858.2,1318,1080,0,59,742,893,219,584,570,376,534,119
MSTRG.12859.1,86,88,10,66,248,0,27,49,13,74,58,31
MSTRG.12859.2,775,1021,323,479,875,974,490,691,680,353,727,639
MSTRG.12859.3,48,45,214,52,31,38,80,60,26,96,32,170
MSTRG.12859.4,31,87,52,109,82,189,36,113,77,10,34,47
MSTRG.12859.5,61,13,14,15,31,357,0,2,4,67,1,7
MSTRG.12859.6,112,133,54,20,95,258,38,53,88,55,23,127
MSTRG.12860.1,3052,3034,2728,2995,2841,2781,2355,3632,3325,2619,2639,2601
MSTRG.12856.1,192,138,1655,1055,324,57,2022,1423,1594,2269,1478,2184
MSTRG.12861.1,19,8,104,53,0,6,229,142,188,239,201,185
MSTRG.12862.1,1361,1125,1713,1999,1216,1069,2260,2141,2225,2120,1796,1891
MSTRG.12863.1,892,1170,216,315,705,1170,629,855,881,540,636,593
MSTRG.12864.1,5592,6336,6518,8784,4120,6289,10582,13562,16094,10637,7560,5166
MSTRG.12865.1,2942,3545,2416,3178,1745,3480,9727,9392,13131,10254,5741,4331
MSTRG.12866.1,5267,3110,8940,8970,3732,2544,13188,14839,15151,14723,9364,9636
MSTRG.12867.1,6,0,20,12,4,3,9,26,18,28,15,47
MSTRG.12868.1,61,36,310,142,77,86,360,355,637,485,172,247
MSTRG.12868.2,2423,1817,9395,7226,2085,1274,14743,13941,14565,15936,8269,9892
MSTRG.12869.1,8,1,44,26,1,11,1,27,9,35,47,38
MSTRG.12870.1,24,18,20,38,42,24,23,12,20,13,14,13
MSTRG.12871.1,186,239,146,151,174,183,156,175,311,137,187,189
MSTRG.12872.1,122,101,139,94,131,67,232,245,254,183,182,223
MSTRG.12873.1,2,5,0,0,2,6,3,2,2,1,1,1
MSTRG.12873.2,1,1,0,0,3,0,1,1,0,0,1,2
MSTRG.12874.1,12,0,70,42,16,7,100,64,82,99,56,58
MSTRG.12875.1,18,16,96,32,25,0,102,72,100,144,57,130
MSTRG.12876.1,10,14,47,37,14,3,94,50,59,103,88,65
MSTRG.12877.1,201,185,187,114,204,133,187,236,205,210,184,193
MSTRG.12878.1,11,13,0,42,18,0,8,26,29,2,22,31
MSTRG.12879.1,6,14,44,23,10,0,18,52,23,9,8,11
MSTRG.12880.1,5,0,15,7,15,1,15,36,42,25,18,11
MSTRG.12881.1,11,23,182,85,0,0,168,179,185,239,99,163
MSTRG.12882.2,3861,1885,3995,2551,4644,3376,5965,5583,5878,4435,4082,4991
MSTRG.12882.1,2825,4108,4266,4985,1755,1966,5074,5712,6146,6055,4502,5127
MSTRG.12885.1,2874,2538,3009,2275,3000,2534,3063,3987,4154,3416,3274,3528
MSTRG.12886.1,4197,4299,5138,4300,3374,2531,6257,7112,7012,6324,5379,6142
MSTRG.12887.1,1065,1118,1271,1353,1209,1328,896,1476,1427,1102,1331,1172
MSTRG.12888.1,545,847,899,815,864,626,1126,1052,993,1081,865,1277
MSTRG.12888.2,266,52,209,415,102,377,195,239,360,305,382,232
MSTRG.12883.1,256,282,487,459,294,241,271,503,376,400,373,363
MSTRG.12884.1,11,13,3,8,33,20,16,21,24,12,9,16
MSTRG.12889.2,0,0,0,0,0,0,0,0,0,2625,0,0
MSTRG.12889.1,876,612,1216,1269,732,580,2823,1982,2179,1,1112,1493
MSTRG.12890.1,266,244,103,124,230,254,276,432,249,319,211,219
MSTRG.12891.1,6,41,26,7,55,0,72,17,58,88,34,22
MSTRG.12894.1,0,36,95,115,0,0,96,29,59,183,42,52
MSTRG.12894.3,0,0,0,0,0,0,0,0,62,0,0,24
MSTRG.12894.2,118,11,408,155,131,77,549,457,424,423,354,387
MSTRG.12892.1,1461,1196,866,998,1300,1132,1155,1538,1617,1402,1353,1297
MSTRG.12892.2,527,472,342,401,654,390,638,808,926,473,524,699
MSTRG.12892.3,70,38,23,46,15,55,32,49,46,116,36,39
MSTRG.12893.1,497,253,1468,826,183,211,1720,1754,1881,1912,1564,1565
MSTRG.12893.2,31,64,9,13,95,20,19,45,24,18,16,9
MSTRG.12895.1,2215,1698,2710,2615,1909,1245,3136,3217,3266,3050,2368,2791
MSTRG.12896.1,329,371,147,147,354,452,125,172,166,129,104,142
MSTRG.12897.1,6,14,19,24,13,14,14,25,11,20,9,15
MSTRG.12898.1,35,20,58,49,41,32,15,20,15,7,47,29
MSTRG.12899.1,67,91,153,86,91,35,286,239,295,186,80,177
MSTRG.12901.1,77,66,189,100,76,45,487,249,332,502,122,229
MSTRG.12900.1,15,14,42,36,23,5,60,43,66,78,24,38
MSTRG.12902.1,323,261,709,583,288,161,1624,1095,1771,1342,388,832
MSTRG.12903.1,341,433,139,136,502,338,214,282,429,210,144,214
MSTRG.12904.1,1133,1245,1588,1202,1391,815,2226,2183,2590,1815,846,1159
MSTRG.12905.1,76,71,29,21,62,79,64,55,111,87,55,50
MSTRG.12906.1,1843,2050,1051,1537,1820,2325,2038,2482,2744,2108,2202,2255
MSTRG.12907.1,66,0,39,40,119,73,47,47,0,30,11,0
MSTRG.12908.1,5574,4994,4986,8064,5425,4836,6101,9169,9224,7076,8096,6764
MSTRG.12910.4,0,4,1,0,0,0,0,2,0,0,1,0
MSTRG.12910.1,5414,3245,5533,8714,4416,3167,8850,11969,12425,9660,9916,9440
MSTRG.12910.3,297,333,419,679,314,263,471,543,616,478,595,424
MSTRG.12910.2,298,226,421,678,317,122,471,543,618,480,353,427
MSTRG.12911.1,2677,2002,1933,3179,1952,1749,4527,5791,5947,4910,5351,4649
MSTRG.12909.1,3,34,0,0,28,64,7,0,0,4,2,3
MSTRG.12912.1,207,115,132,274,282,177,37,76,67,49,195,97
MSTRG.12914.2,0,0,433,3,0,0,719,1845,1475,938,602,1429
MSTRG.12914.3,0,0,1971,0,0,0,0,0,0,0,0,0
MSTRG.12914.1,870,31,306,2542,5000,0,2898,1639,2307,1932,1727,1879
MSTRG.12914.4,3557,4394,0,0,0,4668,0,0,0,264,219,44
MSTRG.12913.1,1846,2012,1165,1574,2104,1852,1522,1913,2055,1343,1871,2012
MSTRG.12915.1,122,68,433,337,96,49,534,376,435,519,317,507
MSTRG.12916.1,7,3,95,78,0,19,188,63,111,154,54,153
MSTRG.12917.1,310,324,33,22,177,325,78,38,66,65,44,68
MSTRG.12918.1,5,10,11,27,3,3,38,27,38,40,20,25
MSTRG.12920.1,5,6,25,15,8,10,26,24,13,35,14,17
MSTRG.12921.1,282,249,118,163,266,311,126,206,204,120,122,136
MSTRG.12922.1,120,88,369,238,118,43,378,386,289,393,303,324
MSTRG.12923.1,235,295,344,350,174,172,246,315,283,213,310,307
MSTRG.12924.1,102,76,78,97,88,76,50,59,44,21,38,42
MSTRG.12925.1,422,266,465,448,287,166,566,602,471,544,533,456
MSTRG.12926.1,781,718,682,786,640,459,539,727,732,477,589,673
MSTRG.12927.1,355,239,981,1442,391,347,1111,1506,1469,1665,1270,1313
MSTRG.12928.1,72,89,272,267,146,373,129,197,160,193,87,176
MSTRG.12929.1,26,39,62,58,32,130,56,126,65,89,61,123
MSTRG.12930.1,49,40,25,61,55,9,79,33,97,86,51,76
MSTRG.12931.2,0,0,0,67,0,166,42,134,133,80,77,52
MSTRG.12931.1,462,488,464,538,423,169,480,506,493,514,392,416
MSTRG.12933.1,50,36,68,74,78,17,154,105,131,222,71,129
MSTRG.12932.1,20,10,30,18,15,14,32,15,22,28,19,32
MSTRG.12934.1,528,639,367,619,536,492,455,522,547,418,515,568
MSTRG.12935.1,61,38,138,189,97,71,342,291,358,279,164,410
MSTRG.12936.1,5,2,8,7,5,3,30,20,22,16,19,25
MSTRG.12937.1,5,2,8,7,5,3,30,20,22,16,19,25
MSTRG.12938.1,139,124,324,179,215,100,346,266,268,300,193,343
MSTRG.12939.1,88,91,34,10,68,52,68,84,88,65,29,20
MSTRG.12940.1,1654,1915,463,1490,1186,1011,868,1833,1726,1231,1321,884
MSTRG.12940.3,550,0,385,0,922,0,321,66,0,17,0,591
MSTRG.12940.4,23,15,21,25,12,11,28,29,40,17,18,24
MSTRG.12940.2,108,5,331,106,188,639,232,219,254,135,204,92
MSTRG.12940.5,79,0,244,0,20,0,115,29,0,5,0,57
MSTRG.12941.1,320,415,366,357,384,104,278,459,404,397,401,322
MSTRG.12941.2,164,141,13,0,134,475,5,0,7,25,5,109
MSTRG.12942.2,0,0,0,0,0,189,0,0,0,0,0,45
MSTRG.12942.1,158,243,385,282,304,154,644,519,863,686,574,435
MSTRG.12942.3,142,92,49,56,0,3,24,97,0,24,24,68
MSTRG.12942.4,142,28,54,161,0,4,24,99,6,25,24,75
MSTRG.12943.5,0,102,517,635,0,0,4290,161,1285,0,2045,1177
MSTRG.12943.6,0,0,0,0,657,0,1000,0,0,0,0,0
MSTRG.12943.7,0,0,691,0,1720,0,0,0,0,0,0,0
MSTRG.12943.8,0,0,0,0,124,0,1099,0,0,0,0,0
MSTRG.12943.11,0,930,688,0,0,0,0,2619,4564,0,747,0
MSTRG.12943.12,0,0,12,20,0,0,258,370,772,108,0,8
MSTRG.12943.15,0,0,261,0,0,0,0,118,21,0,379,0
MSTRG.12943.16,0,0,68,155,0,0,0,0,0,268,0,46
MSTRG.12943.17,0,0,0,0,0,0,0,0,294,0,0,0
MSTRG.12943.18,0,587,310,6,0,0,0,492,362,0,259,1
MSTRG.12943.19,0,0,0,274,0,0,0,0,11,0,6,0
MSTRG.12943.20,0,0,313,0,0,0,0,0,0,10,131,0
MSTRG.12943.21,0,0,2,0,4,0,120,0,0,130,2,42
MSTRG.12943.22,0,0,0,0,0,0,0,0,0,33,0,0
MSTRG.12943.23,0,2724,0,0,0,0,0,0,0,1,0,0
MSTRG.12943.24,0,0,0,0,0,0,0,0,0,478,0,0
MSTRG.12943.1,2109,690,2482,3251,1613,1873,3488,2857,2923,4603,4332,1436
MSTRG.12943.3,853,89,7667,2109,0,0,1661,769,1430,2339,1135,1866
MSTRG.12943.2,350,711,4544,2185,678,121,3533,7146,1892,4663,2515,664
MSTRG.12943.4,5,0,810,3307,22,4,1160,0,0,1672,500,1095
MSTRG.12943.9,69,130,742,930,66,40,1232,2091,1951,1174,1253,346
MSTRG.12943.10,10,0,275,341,56,0,303,1602,1353,1258,754,10
MSTRG.12943.13,1560,224,87,3201,0,0,626,543,1907,2728,1571,10863
MSTRG.12943.14,3957,2101,1809,2888,3449,3029,1615,2281,2211,533,2244,2246
MSTRG.12944.1,95,95,706,739,77,12,161,235,230,18,416,291
MSTRG.12945.1,67,86,39,37,63,107,34,57,49,49,48,49
MSTRG.12947.1,927,725,1135,946,892,871,1214,1577,1531,1244,997,1370
MSTRG.12946.2,0,0,57,0,0,0,0,0,0,0,0,224
MSTRG.12946.1,192,337,62,222,395,284,215,269,248,220,149,11
MSTRG.12948.1,18,6,7,0,4,13,9,8,3,1,2,2
MSTRG.12949.1,136,107,237,160,86,99,384,344,351,376,245,342
MSTRG.12950.1,2871,3087,2994,3419,3208,2737,4184,3952,4049,3397,3474,3349
MSTRG.12950.2,420,123,778,139,0,0,254,173,283,541,114,499
MSTRG.12951.1,87,44,31,35,50,28,24,30,49,33,10,39
MSTRG.12952.1,7754,6891,8135,9389,7996,5447,10251,10656,11403,9335,7432,8287
MSTRG.12953.1,106,115,2,11,136,210,24,24,53,0,0,54
MSTRG.12953.2,180,283,47,41,237,452,83,78,91,62,77,71
MSTRG.12954.1,19,22,61,64,41,11,114,19,56,70,44,32
MSTRG.12955.2,0,0,191,549,0,247,213,0,376,339,401,0
MSTRG.12955.1,631,589,1445,1043,631,275,2171,1813,1324,1452,1096,1703
MSTRG.12956.1,163,0,84,77,318,79,54,0,0,107,52,0
MSTRG.12959.1,16,57,40,82,29,24,96,88,60,83,54,78
MSTRG.12957.1,1830,1843,1303,1240,1902,1841,1308,1766,1606,1175,1498,1535
MSTRG.12958.1,2975,2546,3581,3793,2778,2457,3861,4083,4079,3844,3600,3696
MSTRG.12960.1,1010,593,843,1303,629,739,1002,1397,1509,1146,1126,1014
MSTRG.12960.2,369,711,420,139,523,191,516,400,189,435,192,344
MSTRG.12961.1,35,12,39,116,195,70,16,131,59,0,0,209
MSTRG.12963.1,53,110,117,194,168,72,92,154,124,175,42,234
MSTRG.12962.1,6095,5908,7537,6383,5030,4295,10004,11112,11292,9696,7840,8429
MSTRG.12964.2,0,0,153,99,0,0,49,0,26,0,123,3
MSTRG.12964.1,323,197,476,316,421,327,405,700,598,486,375,574
MSTRG.12964.3,138,256,22,114,92,23,11,0,31,32,56,40
MSTRG.12965.1,57,46,106,116,14,25,333,113,136,226,69,183
MSTRG.12966.1,99,78,206,154,108,40,272,253,279,271,159,187
MSTRG.12967.1,983,919,1053,983,955,886,1300,1460,1483,1362,1224,1254
MSTRG.12968.1,17,33,238,143,33,28,518,377,442,526,268,375
MSTRG.12970.2,0,41,0,45,0,0,81,137,115,175,0,39
MSTRG.12969.1,183,219,570,524,171,126,556,625,553,608,447,446
MSTRG.12970.1,425,326,362,287,431,241,222,417,447,329,386,391
MSTRG.12971.5,0,0,0,0,0,147,0,0,0,9,62,263
MSTRG.12971.4,0,0,1501,0,0,258,615,0,177,0,0,630
MSTRG.12971.1,240,0,0,1082,0,0,402,1224,1109,34,582,0
MSTRG.12971.3,868,0,38,0,0,0,0,0,0,0,0,0
MSTRG.12971.2,19,639,320,426,760,34,375,864,518,1605,988,701
MSTRG.12972.1,13,25,53,36,39,39,57,51,52,61,67,46
MSTRG.12973.1,19,2,227,93,2,5,256,115,175,222,136,244
MSTRG.12974.1,462,425,599,662,440,407,566,620,623,511,581,615
MSTRG.12975.2,0,0,0,0,0,0,811,0,0,0,0,0
MSTRG.12975.3,0,0,2,690,2195,1544,410,17,712,4,9,0
MSTRG.12975.1,2186,1942,1853,1333,0,0,295,1773,988,1349,2107,2236
MSTRG.12976.1,36,24,37,19,50,62,23,25,17,33,12,30
MSTRG.12978.1,53,71,11,4,60,63,29,8,14,33,16,12
MSTRG.12977.1,4786,4757,3046,3296,5594,10149,4336,6002,6518,5737,3803,3861
MSTRG.12979.1,0,19,46,31,15,17,84,51,49,118,39,69
MSTRG.12980.1,399,387,544,769,456,305,609,546,699,599,509,675
MSTRG.12981.1,169,243,87,126,221,187,131,191,218,147,114,167
MSTRG.12982.1,432,489,635,639,513,567,762,959,975,621,801,768
MSTRG.12983.1,1503,1158,2048,1488,1020,938,1996,2826,2508,2320,2241,2042
MSTRG.12987.1,227,265,245,289,356,571,475,268,264,396,233,604
MSTRG.12988.1,1,1,7,9,3,0,13,4,4,11,4,12
MSTRG.12987.2,85,76,170,73,288,96,80,168,170,70,80,156
MSTRG.12984.1,185,234,84,93,261,269,96,130,186,75,96,138
MSTRG.12985.1,141,157,40,14,121,205,23,36,48,40,36,70
MSTRG.12989.1,8,1090,0,0,17,7,146,0,20,5,8,6
MSTRG.12989.2,2223,995,1692,1719,2122,1458,2312,3247,3360,2610,2112,1915
MSTRG.12990.1,233,231,362,298,218,190,251,401,265,306,359,365
MSTRG.12991.1,218,80,321,461,161,112,211,295,320,208,310,454
MSTRG.12991.2,29,70,110,100,32,56,14,125,15,4,133,15
MSTRG.12993.3,0,0,0,2,849,0,0,0,5,4,95,5
MSTRG.12993.4,0,1,62,20,0,1,86,152,61,79,36,46
MSTRG.12993.5,0,0,0,0,0,29,15,69,0,43,0,0
MSTRG.12993.6,0,84,9,10,1,0,4,4,19,0,6,4
MSTRG.12993.7,0,0,42,0,0,0,0,0,0,0,0,0
MSTRG.12993.8,0,0,5,0,0,716,0,0,0,0,0,19
MSTRG.12993.1,1041,852,821,798,0,0,1137,1178,1406,1167,700,807
MSTRG.12993.2,134,111,71,100,197,73,109,257,195,85,94,167
MSTRG.12992.1,664,812,362,309,781,840,306,468,392,338,315,280
MSTRG.12994.1,0,0,6,0,0,0,21,2,15,4,4,10
MSTRG.12998.3,0,6,0,661,0,0,5,0,8,0,427,4
MSTRG.12998.4,0,0,13,125,48,26,0,26,0,0,21,0
MSTRG.12998.2,0,5,233,0,0,0,0,3,5,0,0,299
MSTRG.12998.7,0,42,0,0,0,0,35,0,0,24,8,25
MSTRG.12998.8,0,60,0,0,0,0,454,0,0,63,231,326
MSTRG.12996.1,1892,1909,1922,2389,2154,2065,1774,2442,2367,1897,1881,2419
MSTRG.12997.1,12,10,33,38,33,14,54,41,55,47,29,40
MSTRG.12998.1,1638,1696,1414,1179,1890,1684,989,2020,1884,1457,759,939
MSTRG.12998.6,95,0,0,0,0,0,0,0,16,0,0,0
MSTRG.12998.5,92,0,0,0,0,0,0,4,64,0,0,0
MSTRG.12995.1,28,19,17,45,45,16,17,22,22,25,22,14
MSTRG.13000.1,2852,2585,4647,3955,1938,1375,6951,7652,7952,7256,6188,7169
MSTRG.13001.1,5040,4869,772,4062,4649,3633,1125,751,523,855,1266,286
MSTRG.13001.2,26,550,3670,480,7,731,4728,5005,5599,4227,3155,5472
MSTRG.12999.1,29,0,14,9,6,11,25,8,19,50,33,16
MSTRG.13003.1,163,111,206,302,194,107,71,129,134,122,117,133
MSTRG.13002.1,24014,3481,13875,12447,794,7138,33272,30998,20060,89308,52936,15495
MSTRG.13004.1,20,1,0,0,2,0,0,0,0,0,0,0
MSTRG.13005.2,0,36,131,29,88,84,53,19,41,91,30,5
MSTRG.13005.1,144,54,56,56,28,3,247,173,231,123,97,227
MSTRG.13006.1,890,906,797,598,527,650,995,1116,1001,819,1278,1033
MSTRG.13006.2,251,83,42,53,79,51,67,132,148,93,39,60
MSTRG.13006.3,42,90,0,0,338,282,31,78,183,177,98,46
MSTRG.13007.1,1010,1315,911,1422,1100,1257,956,1453,1115,1054,1011,1108
MSTRG.13008.3,0,0,0,2,0,0,0,0,0,813,0,3
MSTRG.13008.1,109,100,805,843,275,68,464,1795,532,514,1698,835
MSTRG.13008.2,1372,1137,3852,3000,1065,702,3252,4110,4843,3263,3384,3880
MSTRG.13010.1,41,35,154,98,93,28,125,117,116,166,100,149
MSTRG.13011.1,193,168,251,285,162,96,119,146,161,119,149,140
MSTRG.13012.2,0,0,25,0,0,0,96,81,0,98,31,97
MSTRG.13012.1,28,19,75,46,8,15,172,15,84,45,29,103
MSTRG.13013.1,2701,2856,3010,3570,2841,2351,3212,3438,3957,3289,3022,3482
MSTRG.13013.2,386,0,321,0,124,0,1277,908,717,744,596,640
MSTRG.13014.1,2,2,2,2,12,35,2,4,6,4,4,8
MSTRG.13015.1,35,30,8,0,19,27,4,0,2,0,0,3
MSTRG.13017.1,16,9,39,16,18,0,62,12,22,62,24,45
MSTRG.13016.1,5846,7094,5396,6010,6755,6364,5405,5848,5476,5145,4749,5481
MSTRG.13016.2,1632,725,648,270,1541,101,284,362,737,349,220,331
MSTRG.13018.1,104,1771,713,458,500,5288,36,2328,357,2504,42,2382
MSTRG.13019.1,35,421,1113,402,86,767,29,2720,281,3736,17,3865
MSTRG.13020.1,0,224,345,0,76,357,0,894,0,1067,0,1107
MSTRG.13021.3,0,291,502,306,68,645,10,1297,152,806,0,730
MSTRG.13021.4,0,127,0,0,0,158,6,439,0,501,0,398
MSTRG.13021.5,0,282,269,101,61,552,18,688,23,587,0,823
MSTRG.13021.6,0,0,258,96,0,0,0,355,0,0,0,227
MSTRG.13021.1,63,1112,602,580,122,3428,23,2585,125,1029,21,2220
MSTRG.13021.2,36,1088,1565,621,426,1696,53,2871,304,3399,0,3101
MSTRG.13021.7,134,657,845,543,319,1254,19,1607,155,1155,16,1871
MSTRG.13024.1,423,373,834,843,424,253,779,1002,896,697,878,779
MSTRG.13025.1,3119,2939,3959,4865,4424,3453,3145,3952,4018,3456,3565,4670
MSTRG.13025.3,1025,625,518,644,259,443,339,489,253,482,559,160
MSTRG.13025.2,807,472,424,383,1046,1288,565,1142,611,560,891,329
MSTRG.13025.4,870,948,86,101,268,243,162,532,563,546,237,177
MSTRG.13026.1,5580,6910,9135,13098,7546,7395,6361,8931,8554,7627,7751,3744
MSTRG.13026.2,3649,1,1,1,1,1,6187,0,3149,0,0,7855
MSTRG.13026.3,740,2388,3097,1,2300,1492,1065,7852,3878,6396,4642,1439
MSTRG.13027.1,1,2,31,9,7,0,48,16,25,53,25,35
MSTRG.13028.1,49,33,835,359,62,37,1494,548,867,1301,408,909
MSTRG.13031.2,0,0,9,9,3,0,0,0,20,5,22,0
MSTRG.13030.1,2158,1934,2243,2372,2420,1621,2974,3049,3131,3031,2274,2963
MSTRG.13031.1,100,104,95,117,37,174,173,346,230,141,197,225
MSTRG.13029.1,295,318,163,194,408,201,150,185,236,183,194,198
MSTRG.13032.1,303,198,308,299,228,114,408,471,358,440,346,379
MSTRG.13022.1,8976,7471,9219,11374,9015,6453,6745,9872,8516,7879,8834,9037
