gene_id	term
MSTRG.14812	K26401
MSTRG.14821	K17603
MSTRG.14824	K15178
MSTRG.14826	K08493
MSTRG.14841	K18809
MSTRG.14846	K17571
MSTRG.14847	K24369
MSTRG.14860	K08874
MSTRG.14861	K08874
MSTRG.14864	K10426
MSTRG.14866	K00253
MSTRG.14872	K10839
MSTRG.14873	K10839
MSTRG.14874	K15446
MSTRG.14875	K15446
MSTRG.14884	K04565
MSTRG.14886	K03964
MSTRG.14888	K02996
MSTRG.14895	K12373
MSTRG.14900	K02154
MSTRG.14902	K00600
MSTRG.14905	K10800
MSTRG.14907	K11548
MSTRG.14908	K14845
MSTRG.14925	K03012
MSTRG.14936	K14442
MSTRG.14950	K08518
MSTRG.14952	K14792
MSTRG.14954	K14792
MSTRG.14956	K06691
MSTRG.14959	K16533
MSTRG.14966	K01183
MSTRG.1497	K13207
MSTRG.14971	K11840
MSTRG.14973	K01855
MSTRG.14974	K17302
MSTRG.14979	K26503
MSTRG.14985	K06947
MSTRG.14990	K17422
MSTRG.14991	K25730
MSTRG.14994	K06170
MSTRG.14996	K14429
MSTRG.15004	K09228
MSTRG.15023	K24024
MSTRG.15026	K00889
MSTRG.15048	K17767
MSTRG.15050	K07252
MSTRG.15052	K10991
MSTRG.15057	K11124
MSTRG.15059	K11124
MSTRG.15063	K13175
MSTRG.15069	K07841
MSTRG.15075	K00875
MSTRG.15076	K11298
MSTRG.15079	K15304
MSTRG.15086	K12900
MSTRG.15088	K20347
MSTRG.15097	K03936
MSTRG.15104	K14683
MSTRG.1511	K12182
MSTRG.15120	K11113
MSTRG.15133	K01431
MSTRG.15136	K25770
MSTRG.15147	K22037
MSTRG.15151	K07497
MSTRG.1516	K10412
MSTRG.15161	K16747
MSTRG.1517	K01307
MSTRG.1518	K01307
MSTRG.15182	K18762
MSTRG.15189	K25424
MSTRG.15204	K06981
MSTRG.1521	K23335
MSTRG.15223	K00611
MSTRG.15227	K19363
MSTRG.1523	K03860
MSTRG.15235	K25441
MSTRG.15240	K17574
MSTRG.15241	K00235
MSTRG.15241	K00240
MSTRG.15244	K11885
MSTRG.15245	K11885
MSTRG.1525	K25443
MSTRG.15252	K07554
MSTRG.15257	K06094
MSTRG.1526	K07556
MSTRG.1527	K01866
MSTRG.15274	K07374
MSTRG.15280	K18734
MSTRG.15282	K18655
MSTRG.15290	K01555
MSTRG.15295	K10592
MSTRG.15300	K20192
MSTRG.15307	K02133
MSTRG.15307	K02112
MSTRG.15308	K01259
MSTRG.15309	K01259
MSTRG.15310	K17907
MSTRG.15311	K12606
MSTRG.15316	K17686
MSTRG.15317	K13220
MSTRG.15323	K01623
MSTRG.15324	K12353
MSTRG.15325	K12353
MSTRG.15327	K12353
MSTRG.15335	K25614
MSTRG.15336	K24633
MSTRG.15338	K24633
MSTRG.15340	K22761
MSTRG.15344	K22282
MSTRG.15345	K18625
MSTRG.15350	K01719
MSTRG.15353	K12197
MSTRG.15354	K03097
MSTRG.15363	K23341
MSTRG.15364	K14833
MSTRG.15364	K25070
MSTRG.15365	K14833
MSTRG.15369	K25163
MSTRG.1537	K12474
MSTRG.15371	K16603
MSTRG.15372	K28444
MSTRG.15384	K01204
MSTRG.15384	K07407
MSTRG.1539	K16569
MSTRG.15393	K24456
MSTRG.1540	K22867
MSTRG.15401	K09500
MSTRG.15407	K15053
MSTRG.15410	K11416
MSTRG.15418	K02331
MSTRG.15420	K19931
MSTRG.15432	K03165
MSTRG.15448	K12493
MSTRG.15467	K00803
MSTRG.15471	K01057
MSTRG.15473	K15693
MSTRG.15475	K15377
MSTRG.15477	K02903
MSTRG.15478	K25361
MSTRG.1548	K13806
MSTRG.15495	K24553
MSTRG.15496	K24553
MSTRG.155	K09228
MSTRG.1550	K25625
MSTRG.15501	K28026
MSTRG.15502	K28026
MSTRG.15505	K15014
MSTRG.15506	K11860
MSTRG.1551	K03386
MSTRG.15511	K04599
MSTRG.15513	K12735
MSTRG.1552	K07297
MSTRG.15520	K11803
MSTRG.15521	K11803
MSTRG.15527	K03454
MSTRG.15529	K07190
MSTRG.15530	K07190
MSTRG.15546	K01679
MSTRG.15554	K16288
MSTRG.1556	K08040
MSTRG.15564	K11511
MSTRG.15568	K00820
MSTRG.15569	K00820
MSTRG.15572	K21890
MSTRG.15575	K25827
MSTRG.1558	K25291
MSTRG.15581	K03259
MSTRG.15594	K02149
MSTRG.156	K09228
MSTRG.15600	K12397
MSTRG.15604	K10694
MSTRG.15607	K00645
MSTRG.15609	K02212
MSTRG.15614	K03247
MSTRG.15615	K16365
MSTRG.15618	K05884
MSTRG.1562	K19025
MSTRG.15621	K02516
MSTRG.15627	K20235
MSTRG.15628	K27751
MSTRG.15630	K02877
MSTRG.15631	K02949
MSTRG.15644	K19677
MSTRG.15645	K12947
MSTRG.15648	K25790
MSTRG.15652	K08816
MSTRG.15654	K17576
MSTRG.15656	K08283
MSTRG.15658	K17268
MSTRG.15659	K20473
MSTRG.15660	K20473
MSTRG.15674	K20003
MSTRG.15680	K03164
MSTRG.15682	K03164
MSTRG.15695	K01412
MSTRG.15700	K16674
MSTRG.15702	K06106
MSTRG.15703	K14634
MSTRG.15712	K25397
MSTRG.15714	K12261
MSTRG.15716	K26392
MSTRG.15717	K10992
MSTRG.15718	K10424
MSTRG.1572	K25743
MSTRG.15720	K10895
MSTRG.15726	K11214
MSTRG.15727	K07561
MSTRG.15733	K12598
MSTRG.15734	K10848
MSTRG.15735	K10848
MSTRG.15737	K14298
MSTRG.15746	K00710
MSTRG.15748	K12835
MSTRG.1575	K24812
MSTRG.15756	K18079
MSTRG.15758	K15161
MSTRG.1576	K18399
MSTRG.15760	K21249
MSTRG.15763	K16530
MSTRG.15777	K14398
MSTRG.15779	K01251
MSTRG.15783	K24732
MSTRG.15786	K11831
MSTRG.15787	K12865
MSTRG.15790	K16513
MSTRG.15791	K16513
MSTRG.15806	K03953
MSTRG.15809	K14806
MSTRG.1581	K26441
MSTRG.15821	K19400
MSTRG.15822	K19400
MSTRG.15828	K09531
MSTRG.15841	K01915
MSTRG.15843	K04678
MSTRG.15849	K13806
MSTRG.15850	K13806
MSTRG.15851	K13806
MSTRG.15852	K02333
MSTRG.15853	K10949
MSTRG.15855	K14859
MSTRG.15862	K01586
MSTRG.15866	K21989
MSTRG.15867	K14840
MSTRG.15868	K00476
MSTRG.15870	K17429
MSTRG.15871	K22863
MSTRG.15872	K22863
MSTRG.1589	K14401
MSTRG.15892	K23400
MSTRG.1591	K14401
MSTRG.15929	K14400
MSTRG.15932	K07920
MSTRG.15933	K20792
MSTRG.15934	K20792
MSTRG.15946	K14566
MSTRG.1595	K22746
MSTRG.15953	K00166
MSTRG.15956	K22763
MSTRG.15962	K04802
MSTRG.15964	K19684
MSTRG.15965	K14860
MSTRG.15966	K02935
MSTRG.15967	K00600
MSTRG.1597	K01647
MSTRG.15982	K12864
MSTRG.15984	K13092
MSTRG.15986	K11368
MSTRG.15992	K24146
MSTRG.15994	K00710
MSTRG.15997	K10360
MSTRG.16021	K01507
MSTRG.16022	K00142
MSTRG.16026	K17492
MSTRG.16044	K02958
MSTRG.16047	K10728
MSTRG.16050	K00873
MSTRG.16056	K28326
MSTRG.16058	K28396
MSTRG.16060	K28396
MSTRG.16066	K28396
MSTRG.16071	K08272
MSTRG.16072	K08272
MSTRG.16086	K08439
MSTRG.16096	K16220
MSTRG.16098	K18212
MSTRG.16102	K00149
MSTRG.16103	K23957
MSTRG.16105	K00763
MSTRG.16106	K00763
MSTRG.16138	K11971
MSTRG.16138	K00986
MSTRG.16146	K13127
MSTRG.16148	K18283
MSTRG.16152	K18258
MSTRG.16163	K08489
MSTRG.16175	K15198
MSTRG.16176	K04097
MSTRG.16176	K00799
MSTRG.16178	K04097
MSTRG.16178	K00799
MSTRG.16179	K04097
MSTRG.16179	K00799
MSTRG.16183	K10704
MSTRG.16187	K27391
MSTRG.16198	K24521
MSTRG.16203	K17605
MSTRG.16205	K17605
MSTRG.1621	K00275
MSTRG.16210	K02156
MSTRG.16213	K28098
MSTRG.16214	K17266
MSTRG.1622	K23408
MSTRG.16225	K17608
MSTRG.16226	K06057
MSTRG.16232	K22403
MSTRG.16237	K24887
MSTRG.16239	K15235
MSTRG.1624	K15719
MSTRG.16241	K17935
MSTRG.16242	K02866
MSTRG.16245	K05294
MSTRG.16246	K05294
MSTRG.1626	K26229
MSTRG.16261	K24928
MSTRG.16266	K18749
MSTRG.1627	K12600
MSTRG.16274	K00503
MSTRG.16277	K02211
MSTRG.1628	K12600
MSTRG.16281	K00884
MSTRG.16282	K05758
MSTRG.16288	K03238
MSTRG.16294	K17570
MSTRG.16296	K14406
MSTRG.16298	K19986
MSTRG.16299	K14406
MSTRG.1630	K15262
MSTRG.16304	K27817
MSTRG.16306	K27817
MSTRG.16309	K26403
MSTRG.1631	K01868
MSTRG.16310	K14685
MSTRG.16310	K02728
MSTRG.1632	K01868
MSTRG.16323	K06254
MSTRG.16326	K13974
MSTRG.16329	K10089
MSTRG.1633	K01868
MSTRG.16339	K24550
MSTRG.1634	K28688
MSTRG.1635	K07937
MSTRG.16357	K10579
MSTRG.16359	K09668
MSTRG.16361	K09668
MSTRG.16364	K03125
MSTRG.16365	K03125
MSTRG.16368	K11463
MSTRG.16371	K23040
MSTRG.16411	K01596
MSTRG.16413	K01596
MSTRG.16414	K11438
MSTRG.16420	K14686
MSTRG.16431	K20210
MSTRG.16435	K13528
MSTRG.16446	K01204
MSTRG.16446	K07407
MSTRG.16447	K07407
MSTRG.16448	K07407
MSTRG.16451	K14404
MSTRG.16461	K11086
MSTRG.16463	K16742
MSTRG.16473	K16531
MSTRG.16474	K00682
MSTRG.16478	K00682
MSTRG.1650	K17908
MSTRG.16500	K06133
MSTRG.16517	K12839
MSTRG.16519	K08872
MSTRG.16519	K07178
MSTRG.16520	K15149
MSTRG.16520	K13134
MSTRG.16521	K03009
MSTRG.16525	K15323
MSTRG.16526	K25731
MSTRG.16527	K25731
MSTRG.16530	K25802
MSTRG.16546	K04510
MSTRG.16548	K20793
MSTRG.16558	K14404
MSTRG.1656	K24747
MSTRG.16560	K23565
MSTRG.16572	K07071
MSTRG.16584	K22747
MSTRG.16585	K17790
MSTRG.16588	K28791
MSTRG.16592	K17494
MSTRG.16600	K18086
MSTRG.16606	K17705
MSTRG.16610	K23355
MSTRG.16614	K20839
MSTRG.16621	K00477
MSTRG.16622	K00728
MSTRG.16623	K12829
MSTRG.16624	K00728
MSTRG.16634	K28798
MSTRG.16646	K01874
MSTRG.16661	K11793
MSTRG.16662	K09515
MSTRG.16668	K15979
MSTRG.16669	K13221
MSTRG.1667	K17794
MSTRG.16671	K03189
MSTRG.16675	K04430
MSTRG.16678	K27687
MSTRG.16682	K09869
MSTRG.1669	K13138
MSTRG.16696	K28962
MSTRG.16699	K26681
MSTRG.16718	K01952
MSTRG.16721	K14640
MSTRG.16722	K23857
MSTRG.16724	K15162
MSTRG.16725	K15162
MSTRG.16729	K20790
MSTRG.16735	K11519
MSTRG.16738	K27864
MSTRG.16739	K14455
MSTRG.16741	K05849
MSTRG.16747	K08342
MSTRG.16748	K08342
MSTRG.16749	K08342
MSTRG.16760	K18466
MSTRG.16761	K00972
MSTRG.16762	K18466
MSTRG.16763	K11091
MSTRG.16763	K11094
MSTRG.16764	K24827
MSTRG.1677	K04986
MSTRG.16775	K21970
MSTRG.16781	K28667
MSTRG.16783	K26736
MSTRG.16784	K15380
MSTRG.16791	K03843
MSTRG.16794	K12191
MSTRG.16795	K14077
MSTRG.16796	K03704
MSTRG.16803	K16608
MSTRG.16811	K10484
MSTRG.16814	K10484
MSTRG.16816	K02984
MSTRG.16825	K01733
MSTRG.16826	K17065
MSTRG.16827	K17411
MSTRG.16829	K11275
MSTRG.16831	K02649
MSTRG.16842	K06269
MSTRG.16849	K18667
MSTRG.16850	K18667
MSTRG.16852	K18667
MSTRG.1686	K00856
MSTRG.16861	K00948
MSTRG.1690	K13411
MSTRG.16915	K20290
MSTRG.16917	K20290
MSTRG.16918	K20290
MSTRG.1692	K19832
MSTRG.16923	K09454
MSTRG.16923	K06867
MSTRG.1694	K07390
MSTRG.16959	K16605
MSTRG.16968	K18160
MSTRG.16969	K25174
MSTRG.1697	K20477
MSTRG.16970	K20278
MSTRG.16974	K27928
MSTRG.16978	K14213
MSTRG.1698	K17108
MSTRG.16980	K10645
MSTRG.16988	K06639
MSTRG.1699	K24104
MSTRG.16995	K07179
MSTRG.16997	K17936
MSTRG.16999	K08507
MSTRG.1700	K01672
MSTRG.17002	K26203
MSTRG.17004	K02865
MSTRG.17005	K11857
MSTRG.17006	K11857
MSTRG.17019	K08658
MSTRG.1702	K18732
MSTRG.17023	K08658
MSTRG.17023	K07052
MSTRG.17024	K23295
MSTRG.17025	K11884
MSTRG.17029	K28661
MSTRG.17038	K09228
MSTRG.17059	K22990
MSTRG.1707	K20407
MSTRG.17070	K14616
MSTRG.17071	K24800
MSTRG.17073	K13130
MSTRG.17075	K01206
MSTRG.1708	K20407
MSTRG.17083	K14769
MSTRG.17089	K12190
MSTRG.1709	K10740
MSTRG.17092	K12190
MSTRG.17103	K05633
MSTRG.17120	K09068
MSTRG.17122	K03364
MSTRG.17123	K14823
MSTRG.17124	K02937
MSTRG.17126	K08967
MSTRG.17128	K02435
MSTRG.1714	K12854
MSTRG.17148	K14440
MSTRG.1715	K22533
MSTRG.17150	K08492
MSTRG.17151	K15213
MSTRG.17158	K10886
MSTRG.17159	K10886
MSTRG.1716	K07514
MSTRG.1716	K07516
MSTRG.1716	K22533
MSTRG.17173	K08653
MSTRG.17185	K14293
MSTRG.17195	K19730
MSTRG.17203	K23802
MSTRG.17205	K14311
MSTRG.17207	K00507
MSTRG.17212	K12163
MSTRG.17215	K19511
MSTRG.17222	K22037
MSTRG.17223	K22037
MSTRG.17228	K17550
MSTRG.17229	K14539
MSTRG.1723	K24643
MSTRG.17237	K04497
MSTRG.17239	K05764
MSTRG.17241	K14297
MSTRG.17247	K10317
MSTRG.1725	K12836
MSTRG.17251	K04501
MSTRG.17254	K03033
MSTRG.17264	K16468
MSTRG.17267	K02437
MSTRG.17268	K20318
MSTRG.17269	K28755
MSTRG.17271	K24869
MSTRG.1728	K26500
MSTRG.17289	K28209
MSTRG.17296	K07755
MSTRG.17297	K07755
MSTRG.17298	K03241
MSTRG.17330	K13524
MSTRG.17341	K25769
MSTRG.17346	K07560
MSTRG.17352	K23406
MSTRG.17355	K17822
MSTRG.17356	K28784
MSTRG.1736	K10645
MSTRG.17365	K20826
MSTRG.17366	K20826
MSTRG.17368	K17807
MSTRG.1737	K10645
MSTRG.17374	K03025
MSTRG.17375	K27075
MSTRG.17383	K13190
MSTRG.17387	K23794
MSTRG.17391	K14855
MSTRG.17392	K17778
MSTRG.17396	K24260
MSTRG.17412	K12383
MSTRG.1742	K10645
MSTRG.17429	K03178
MSTRG.17429	K10699
MSTRG.1743	K10645
MSTRG.17444	K09365
MSTRG.17448	K10885
MSTRG.17454	K09228
MSTRG.17475	K08056
MSTRG.17495	K00569
MSTRG.17496	K03680
MSTRG.17500	K03264
MSTRG.17508	K00731
MSTRG.17512	K04463
MSTRG.17513	K03937
MSTRG.17515	K01183
MSTRG.17516	K00021
MSTRG.17533	K10594
MSTRG.17547	K03259
MSTRG.17551	K20778
MSTRG.17552	K24154
MSTRG.17554	K20828
MSTRG.17585	K27888
MSTRG.17586	K27888
MSTRG.17598	K11138
MSTRG.17601	K01183
MSTRG.17604	K24069
MSTRG.1761	K08776
MSTRG.17612	K07488
MSTRG.17614	K06677
MSTRG.17615	K13299
MSTRG.17626	K06287
MSTRG.17630	K09521
MSTRG.17639	K08341
MSTRG.17658	K19023
MSTRG.17661	K01011
MSTRG.17673	K12822
MSTRG.17675	K03781
MSTRG.17684	K21774
MSTRG.17686	K14567
MSTRG.17687	K14567
MSTRG.17694	K19306
MSTRG.17696	K01892
MSTRG.1770	K28769
MSTRG.17703	K02159
MSTRG.17708	K15084
MSTRG.17720	K13974
MSTRG.17727	K06100
MSTRG.17732	K09555
MSTRG.17738	K15365
MSTRG.17740	K14405
MSTRG.17745	K00012
MSTRG.17747	K12617
MSTRG.17757	K03521
MSTRG.1776	K01852
MSTRG.17761	K25459
MSTRG.17764	K24891
MSTRG.1777	K14834
MSTRG.17780	K21439
MSTRG.17782	K13251
MSTRG.17784	K16458
MSTRG.17786	K12848
MSTRG.17788	K01883
MSTRG.1779	K16601
MSTRG.17793	K03849
MSTRG.17794	K06911
MSTRG.17796	K13697
MSTRG.17803	K07755
MSTRG.17812	K25806
MSTRG.17816	K10415
MSTRG.17821	K20359
MSTRG.17824	K03644
MSTRG.17834	K25773
MSTRG.17835	K23853
MSTRG.17838	K10297
MSTRG.17841	K00920
MSTRG.17844	K00710
MSTRG.17848	K24335
MSTRG.1785	K19054
MSTRG.17863	K02998
MSTRG.17868	K18334
MSTRG.1787	K04082
MSTRG.17875	K20129
MSTRG.17877	K20129
MSTRG.1788	K04082
MSTRG.17895	K00734
MSTRG.17896	K24727
MSTRG.17897	K11341
MSTRG.17898	K23635
MSTRG.17908	K25366
MSTRG.17920	K19476
MSTRG.17924	K25789
MSTRG.17934	K18726
MSTRG.17936	K22188
MSTRG.17939	K01599
MSTRG.17962	K02328
MSTRG.17974	K13700
MSTRG.17975	K14962
MSTRG.17976	K14962
MSTRG.1799	K24317
MSTRG.18	K14561
MSTRG.18016	K00844
MSTRG.18017	K00844
MSTRG.1802	K00799
MSTRG.18031	K20780
MSTRG.18033	K09568
MSTRG.18033	K01802
MSTRG.1804	K22390
MSTRG.1804	K20813
MSTRG.18042	K03135
MSTRG.1805	K22390
MSTRG.18052	K28051
MSTRG.18055	K11886
MSTRG.18069	K12472
MSTRG.1808	K14011
MSTRG.18082	K23460
MSTRG.18085	K03968
MSTRG.18086	K00294
MSTRG.1809	K08588
MSTRG.18091	K08337
MSTRG.18092	K08337
MSTRG.18093	K11653
MSTRG.18094	K15254
MSTRG.18094	K11653
MSTRG.18106	K26251
MSTRG.18111	K28425
MSTRG.18114	K03841
MSTRG.18116	K11982
MSTRG.1812	K22182
MSTRG.18142	K23538
MSTRG.18147	K17924
MSTRG.18149	K00255
MSTRG.18151	K01922
MSTRG.18152	K07096
MSTRG.18155	K13153
MSTRG.18159	K03671
MSTRG.18186	K14381
MSTRG.18205	K11317
MSTRG.18208	K20403
MSTRG.18210	K17401
MSTRG.18218	K14966
MSTRG.18231	K01519
MSTRG.18233	K14416
MSTRG.18255	K01887
MSTRG.18267	K02975
MSTRG.18269	K10134
MSTRG.18275	K28855
MSTRG.18278	K02946
MSTRG.18285	K23854
MSTRG.18289	K04416
MSTRG.18292	K11478
MSTRG.18297	K18739
MSTRG.18299	K13667
MSTRG.18301	K00049
MSTRG.18311	K02879
MSTRG.1832	K06867
MSTRG.18326	K13354
MSTRG.18327	K01262
MSTRG.18328	K09560
MSTRG.18329	K09560
MSTRG.18332	K12572
MSTRG.18340	K18460
MSTRG.18344	K00943
MSTRG.18352	K16750
MSTRG.18356	K02951
MSTRG.18357	K08866
MSTRG.18358	K25771
MSTRG.18380	K00710
MSTRG.18381	K00710
MSTRG.18397	K02210
MSTRG.18401	K04402
MSTRG.18416	K18668
MSTRG.18417	K18668
MSTRG.18430	K10733
MSTRG.18431	K27276
MSTRG.1845	K24175
MSTRG.18453	K02871
MSTRG.18454	K08869
MSTRG.18458	K02183
MSTRG.18458	K13448
MSTRG.18458	K13974
MSTRG.18462	K20125
MSTRG.18465	K20125
MSTRG.18480	K09459
MSTRG.18481	K03028
MSTRG.18482	K00555
MSTRG.18485	K11126
MSTRG.18487	K10600
MSTRG.18492	K01875
MSTRG.18517	K12404
MSTRG.18540	K22869
MSTRG.18541	K22869
MSTRG.18545	K16584
MSTRG.18548	K13177
MSTRG.18562	K20724
MSTRG.18566	K05749
MSTRG.18570	K20405
MSTRG.18579	K05676
MSTRG.18591	K00411
MSTRG.18594	K10636
MSTRG.18595	K12668
MSTRG.18600	K12948
MSTRG.18603	K11842
MSTRG.18604	K02889
MSTRG.18606	K08997
MSTRG.18607	K08997
MSTRG.18616	K24195
MSTRG.18617	K24195
MSTRG.18622	K07897
MSTRG.18623	K22856
MSTRG.18634	K23518
MSTRG.18635	K16488
MSTRG.18637	K02867
MSTRG.18637	K08077
MSTRG.1864	K10767
MSTRG.18645	K22369
MSTRG.18648	K22369
MSTRG.1865	K12175
MSTRG.18656	K13216
MSTRG.18657	K09524
MSTRG.1866	K17816
MSTRG.18667	K07118
MSTRG.18676	K10419
MSTRG.18677	K10703
MSTRG.18682	K15197
MSTRG.18688	K14548
MSTRG.1869	K02154
MSTRG.18690	K11270
MSTRG.18691	K00799
MSTRG.18697	K10867
MSTRG.18698	K12352
MSTRG.18702	K09377
MSTRG.18707	K03283
MSTRG.18709	K21848
MSTRG.1871	K14570
MSTRG.18714	K24927
MSTRG.18715	K16744
MSTRG.1872	K21121
MSTRG.18734	K09250
MSTRG.18735	K22037
MSTRG.18740	K01556
MSTRG.18741	K03575
MSTRG.18743	K15439
MSTRG.18755	K26106
MSTRG.18766	K15189
MSTRG.18769	K11668
MSTRG.18778	K12231
MSTRG.18781	K12231
MSTRG.18786	K14569
MSTRG.18787	K12847
MSTRG.18788	K01265
MSTRG.18789	K01265
MSTRG.18790	K00857
MSTRG.18792	K16490
MSTRG.18793	K00772
MSTRG.1881	K09579
MSTRG.18810	K16449
MSTRG.1882	K06528
MSTRG.18823	K07199
MSTRG.18846	K18740
MSTRG.18852	K02873
MSTRG.18873	K02992
MSTRG.18881	K27898
MSTRG.18893	K00273
MSTRG.18898	K27309
MSTRG.18899	K27309
MSTRG.18902	K09525
MSTRG.18903	K11490
MSTRG.18906	K11490
MSTRG.18907	K15102
MSTRG.18908	K00162
MSTRG.18909	K28921
MSTRG.1891	K12485
MSTRG.18910	K13985
MSTRG.18911	K17732
MSTRG.18921	K13125
MSTRG.18928	K16803
MSTRG.18940	K24426
MSTRG.18944	K16449
MSTRG.18947	K11550
MSTRG.18949	K17260
MSTRG.18950	K25689
MSTRG.18951	K23404
MSTRG.1896	K02857
MSTRG.18962	K15433
MSTRG.18977	K15620
MSTRG.18984	K25805
MSTRG.18985	K24727
MSTRG.18994	K16307
MSTRG.1900	K14387
MSTRG.19005	K23093
MSTRG.19018	K17550
MSTRG.19019	K16726
MSTRG.19021	K16726
MSTRG.19025	K25788
MSTRG.19037	K10260
MSTRG.19037	K10299
MSTRG.19040	K18134
MSTRG.19044	K20128
MSTRG.1905	K03950
MSTRG.19054	K22644
MSTRG.19055	K26159
MSTRG.19066	K15637
MSTRG.19069	K10349
MSTRG.1908	K20410
MSTRG.19083	K19944
MSTRG.19084	K24628
MSTRG.19089	K14323
MSTRG.19093	K27905
MSTRG.19099	K08870
MSTRG.191	K01800
MSTRG.191	K00799
MSTRG.19100	K20133
MSTRG.19107	K01711
MSTRG.19110	K24751
MSTRG.19114	K08832
MSTRG.19118	K00731
MSTRG.19131	K05088
MSTRG.19133	K05088
MSTRG.19146	K21437
MSTRG.19148	K00767
MSTRG.19149	K01754
MSTRG.19151	K28117
MSTRG.19156	K09574
MSTRG.19157	K12481
MSTRG.19158	K17404
MSTRG.19167	K23506
MSTRG.19170	K15196
MSTRG.19178	K18168
MSTRG.19184	K23863
MSTRG.19191	K02730
MSTRG.19192	K14296
MSTRG.19195	K11304
MSTRG.19197	K10687
MSTRG.19200	K24053
MSTRG.19211	K10352
MSTRG.19218	K17356
MSTRG.19221	K03635
MSTRG.19233	K09289
MSTRG.19243	K11436
MSTRG.19246	K16685
MSTRG.19247	K23714
MSTRG.19254	K27804
MSTRG.19255	K27804
MSTRG.19256	K27804
MSTRG.19258	K24930
MSTRG.19259	K15028
MSTRG.19260	K15212
MSTRG.19261	K15212
MSTRG.19262	K10684
MSTRG.19268	K10643
MSTRG.19269	K02953
MSTRG.19271	K11279
MSTRG.19283	K16779
MSTRG.19287	K26680
MSTRG.19289	K01230
MSTRG.19296	K11578
MSTRG.19297	K11578
MSTRG.19298	K10358
MSTRG.19299	K00626
MSTRG.193	K14167
MSTRG.19300	K11578
MSTRG.19301	K17770
MSTRG.19306	K04456
MSTRG.19309	K08490
MSTRG.1931	K08507
MSTRG.1932	K11353
MSTRG.19336	K09537
MSTRG.1934	K25201
MSTRG.19344	K28890
MSTRG.19345	K17921
MSTRG.19347	K02967
MSTRG.1935	K25201
MSTRG.19356	K10696
MSTRG.19358	K10696
MSTRG.19361	K00746
MSTRG.1938	K10270
MSTRG.19382	K20299
MSTRG.19387	K23730
MSTRG.1939	K01202
MSTRG.19390	K10849
MSTRG.19397	K11364
MSTRG.19398	K14397
MSTRG.1940	K01202
MSTRG.19405	K13173
MSTRG.1941	K11307
MSTRG.19411	K11131
MSTRG.19413	K07893
MSTRG.19417	K15707
MSTRG.19421	K06676
MSTRG.1943	K10582
MSTRG.1944	K07513
MSTRG.1945	K23588
MSTRG.19454	K00029
MSTRG.19456	K07566
MSTRG.19463	K10435
MSTRG.19473	K10699
MSTRG.19485	K16343
MSTRG.19491	K03966
MSTRG.19493	K12178
MSTRG.19499	K14322
MSTRG.195	K11584
MSTRG.19500	K01887
MSTRG.1951	K01883
MSTRG.19513	K15424
MSTRG.19525	K23088
MSTRG.19530	K28785
MSTRG.19545	K26203
MSTRG.19546	K26203
MSTRG.19549	K00551
MSTRG.1955	K15379
MSTRG.19551	K20226
MSTRG.1956	K26164
MSTRG.19572	K11155
MSTRG.19575	K10685
MSTRG.19576	K00049
MSTRG.19577	K01443
MSTRG.19578	K00764
MSTRG.19579	K01587
MSTRG.19593	K07583
MSTRG.19595	K01275
MSTRG.19599	K11125
MSTRG.1960	K11658
MSTRG.19601	K08675
MSTRG.19601	K01338
MSTRG.19603	K18995
MSTRG.1961	K14688
MSTRG.19614	K03122
MSTRG.19615	K03122
MSTRG.19619	K06272
MSTRG.19630	K06201
MSTRG.19631	K02259
MSTRG.19633	K06111
MSTRG.19634	K06111
MSTRG.19636	K25058
MSTRG.19640	K00417
MSTRG.19642	K15322
MSTRG.19647	K23293
MSTRG.19664	K24482
MSTRG.1967	K18208
MSTRG.1968	K05750
MSTRG.19683	K22377
MSTRG.19684	K10133
MSTRG.19684	K00344
MSTRG.19688	K22377
MSTRG.1969	K05750
MSTRG.19691	K11583
MSTRG.19694	K16570
MSTRG.1970	K05750
MSTRG.19701	K17279
MSTRG.19705	K15381
MSTRG.19711	K17525
MSTRG.19718	K12172
MSTRG.19719	K12172
MSTRG.1973	K05750
MSTRG.19730	K03142
MSTRG.19743	K19758
MSTRG.19744	K19758
MSTRG.19746	K18419
MSTRG.19750	K10598
MSTRG.19753	K10666
MSTRG.19754	K00387
MSTRG.19759	K26501
MSTRG.1976	K17609
MSTRG.19769	K13335
MSTRG.19774	K11599
MSTRG.19782	K26419
MSTRG.19783	K22037
MSTRG.19788	K06210
MSTRG.19799	K08851
MSTRG.198	K11584
MSTRG.1980	K13675
MSTRG.19800	K26496
MSTRG.19802	K26116
MSTRG.19805	K27909
MSTRG.19807	K00797
MSTRG.1981	K13675
MSTRG.19813	K06171
MSTRG.1982	K13675
MSTRG.19828	K17562
MSTRG.19829	K14527
MSTRG.19830	K14527
MSTRG.19836	K12817
MSTRG.19843	K02321
MSTRG.19846	K03106
MSTRG.19848	K24962
MSTRG.19855	K28415
MSTRG.19856	K12830
MSTRG.19859	K00364
MSTRG.19861	K13515
MSTRG.19906	K07199
MSTRG.19909	K12878
MSTRG.19912	K00422
MSTRG.19912	K00505
MSTRG.19913	K25400
MSTRG.19914	K25400
MSTRG.19934	K09228
MSTRG.19936	K10587
MSTRG.19938	K09228
MSTRG.1995	K00868
MSTRG.19961	K27566
MSTRG.19962	K17890
MSTRG.19964	K01206
MSTRG.19967	K13122
